     0.0E+00  455.00E+00
  1.2112E+04  420.52E+00
  1.4170E+04  415.48E+00
  1.6579E+04  412.14E+00
  1.9399E+04  408.57E+00
  2.2700E+04  404.72E+00
  2.6500E+04  400.65E+00
  3.0800E+04  396.40E+00
  3.5651E+04  391.93E+00
  4.1105E+04  387.24E+00
  4.7218E+04  382.33E+00
  5.4048E+04  377.17E+00
  6.1660E+04  371.75E+00
  7.0121E+04  366.04E+00
  7.9501E+04  360.02E+00
  8.9876E+04  353.70E+00
 1.01325E+05  347.02E+00
